ID,V1,V2,V3,Date,V4,review_title,review_detail,
B00FB2XNCE,5,5,5,"April 28, 2014",A2X3KDSA8NPFRZ,The Sony SW2 is far more than what I had originally expected,"My decision on purchasing a Smartwatch came after I decided that I was tired of replacing batteries or face crystals and/or wristbands each time a watch battery would die. It's funny that you don't realize how difficult it is to get inside some watches until you have to.I currently own a Samsung Galaxy Note II, and was originally set on getting the latest Samsung Galaxy Gear. But after noticing the subtle differences between the Gear and the SW2...&#8226; SW2 weighs less&#8226; SW2 has an interchangeable wristband&#8226; SW2 is water resistant for (showering, washing hands, light/med exposure to fresh water)&#8226; SW2 is easy to read in direct sunlight (even in low-power mode)&#8226; SW2 synchronizes w/any Android BlueTooth and/or NFC device running Android 4.2 or greater&#8226; SW2 is under $150 (when purchased thru Amazon)&#8226; SW2 has a nice selection of Apps from the Play Market&#8226; SW2 running only the stock software v1.4.51 has improved my battery life to 7 days (normal use) w/out a recharge&#8226; SW2 uses any standard micro USB for recharging... so with that said, the decision was easy.",
B00FB2XNCE,5,2,3,"April 27, 2014",A2PSC7LUNIDEAH,APRIL UPDATE allows you to change background wallpaper.,"I was torn between this and Galaxy 2, but not anymore.  Not only is Sony much cheaper and suits me better, but as of April, 2014, you can now change the wallpaper, similar to Galaxy 2 watches.  Overall I think this smartwatch is better suitable for me than Galaxy 2 and here is why:Battery lasts longer:  Two plus days of moderate use and it still keeps on ticking.  Charging it everyday would make it feel like another device rather than a watch.  I wasn't a fan of wearing a watch, but I am now.Charging:  To charge this, simply connect it to any USB-powered outlet or computer.  Galaxy 2 offers a complicated dongle and because I'll have to charge it more often, it would become a hassle.Less is more:  I realize that with Galaxy 2 I can take pictures and use it as a speakerphone, but do I need that?  First off, taking a picture with your watch will make you look downright creepy at times and I'm sure with time, more public places will notice and restrict the use of it(like gym.)  While talking through a watch might be handy at some point, do I really need to look like a Power Ranger on a street?Thinner:  Sony is thinner by design and as I've mentioned before, it was important for me to have a swartwatch that resembles a more traditional discreet watch rather than a &#34;look at me I'm a futuristic device watch.&#34;Cheaper:  If you get the right deal, this watch can cost you almost two times less than Galaxy 2 and because I do not eat caviar for breakfast nor own a diamond-studded swimming pool, this is important to me as well.Please note that I am not putting Galaxy 2 down.  I'm a fan of both brands.  I own a Galaxy phone and a tablet, which is why I was so torn, but Sony2 suited my lifestyle better.  Both devices are great and it all depends what you need a smartwatch for that should be the deciding factor.",
B00FB2XNCE,4,0,1,"April 24, 2014",A324N2OPC7E1LW,Watch out!,"Very cool!  Lots of cool apps.  Wish you could talk in your watch, but it is good to know when a call comes through and you may miss it cause it is in your purse.",
B00FB2XNCE,4,3,3,"April 23, 2014",A2T7HX60WDRGIF,Not quite what it could be,"I bought this watch after doing some research on the various smartwatchs available and I have been pretty happy with it. My main reason for having it is because I am not allowed to have my phone out at work but with this I can keep up with any text messages, facebook posts, and see if and who is calling when my phone is on silent.Pros:  -Takes a standard micro USB to charge not a cumbersome cradle.  - Is compatible with all android phones unlike samsungs smartgear.  - This watch gives you the option to change the wrist band, I have already changed it out to a steel band.  - gives a great quick view of alerts from your cell phone  - Recent update allows you to adjust the watch face to your liking  - Great price, not even a $10,000 Rolex can do half of the stuff this can doCons:  - Should have the option to show the weather on the watch face without 3rd party apps  - Having too many apps on the device slows it down and causes it to constantly drop connection  - battery is only good for maybe two days, but should be charged every night to be sure.  - Should have a clear all function for the alertsI am looking forward to the new line of android watches being developed with the new Google now OS but for now due to the price and compatibility I find this one to be top dog.",
B00FB2XNCE,1,0,1,"July 17, 2014",A66KX1LPPZ2LF,Fail,"I initially was pleased with the product, then it just quit working - won't even power on or charge. I guess I'll learn now how well the product warranty service is, less than a month after purchase.",
B00FB2XNCE,1,0,2,"July 16, 2014",A1YWI1YJVWP0VQ,"It did but the screen resolution sucked, and connecting with your smartphone was clunky and ...","I purchased this item brand new. It showed up with the wrist straps taken apart, the screen protector peeled off and stuck to the manual, and missing the cord. If I pay full price for something new, I expect it to actually be new. I plugged it in with my own cord before sending it back to see if it even worked. It did but the screen resolution sucked, and connecting with your smartphone was clunky and a hassle. Do yourself a favor and find a different smartwatch.",
B00FB2XNCE,4,0,1,"July 16, 2014",A3NZVD3WHNKYCK,Four Stars,Short battery life.,
B00FB2XNCE,5,2,2,"July 16, 2014",AZOK5STV85FBJ,"Not Galaxy Gear, but that was not what I was going for.","I used this watch for about 4 months now to give it a real world evaluation.-Pros  - light and unobtrusive  - battery lasts for a few days  - customizable  - easy to charge with a micro usb-Cons  - People will keep asking why you didnt get a galaxy gear  - not the best in direct sunlightI bought this item for a few simple reasons. I needed a way to see if I was missing a call or message while on motorcycle/ loud car such as a convertible. It works very well for that. Feel the vibration, look down and see the type of alert. If I have my phone in my pocket, i set it to silent, and then am able to reject calls if I am in a meeting without even taking my phone from my pocket.Sony has released two updates since I have owned this watch. First update allowed me to create my own watch face layouts as well as other tweaks. Second update within the last week now allows me to set my own image as the background.I started out getting all alerts sent to my watch, but I am now down to only Gmail, text messages, and phone calls. You can respond to texts, but only from pre-set responses and you can pre-create your own. Helpful for the motorcycle when i can just tap &#34;on my way&#34; or &#34;sorry, i am currently riding my motorcycle and will call you later&#34;.It does not have a built in camera, but does allow remote viewing of your phone camera. Resolution isnt too high, but it does allow for remotely taken group pics with you in them. I use it at work to see network port numbers in really hard to see areas.I compared it to my cousins galaxy gear watch, and his clearly wins, I could buy over two of these for what he paid vs what I paid. He was shocked that mine could just charge off of the same charger the phone uses, his needs a special device.  If you are looking for a do it all gadget to shove in peoples faces, get the galaxy gear, if you want a sensible watch that happens to have apps, alerts you to notifications, and still has people coming up to you asking &#34;Omg, is that one of those smart watches?!&#34; for half the price of the other one, get the Sony.",
B00FB2XNCE,5,0,0,"July 13, 2014",ATHB6R7DUYREY,Five Stars,Very useful!!!,
B00FB2XNCE,5,0,0,"July 12, 2014",ADNRJISKL5IQA,So cool! Got one for my husband for Father's Day ...,So cool! Got one for my husband for Father's Day and he really likes it.  So many comments and such interest from folks who see it - we should get commission!,
B00FB2XNCE,3,0,2,"July 11, 2014",A12OGABSUH6XVH,Battery life is good. Comfortable to wear,Its ok. Its a watch. Battery life is good. Comfortable to wear. Its just ok though.,
B00FB2XNCE,5,0,0,"July 11, 2014",APID1WR5FZCMM,Very handy.,Has lots of Apps. Great extension for your android phone. it does not have sound or mic though.,
B00FB2XNCE,4,0,2,"July 10, 2014",A1TAN78LXECZR,Four Stars,I like it. It's the one Android device I have that does not have to be constantly rebooted.,
B00FB2XNCE,5,0,2,"July 9, 2014",AK4USHDBAL6KZ,Five Stars,Great item.,
B00FB2XNCE,4,2,2,"January 19, 2014",A2ETYEXJQNDDCO,Smart Looking Smart Watch,"After much comparison between the various smart watches on the market, I chose to order and purchase the Sony Smart Watch for my husband.  He is quite impressed with the Smart Watch and it's abilities as well as it's sleek looks.  However, the one drawback that must be noted is that the watch strap has disconnected from the watch atleast 4 times in the past month.  There appears to be a flaw in the construction and unless the wearer is aware that the small peg has become disconnected, he or she will find no Smart Watch on their wrist!!  Other than this, my husband seems pleased with his Sony Smart Watch 2 and recommends it.",
B00FB2XNCE,1,6,9,"January 19, 2014",A2CLQF21DDMFOD,only worked for 11 days,"I love this thing when I got it , of course I had to get every app out for it spent maybe $30 on the paid apps even ordered bracelet for it as well. The watch was above my explications when I ordered  The Facebook updates were great , could see who was calling very cool aps love this watch. The one thing I notice was the charging port was very cheaply made , you had to push it into the watch and  knew over time it could be a problem. It also cable with no charging cable by he way. The watch was really cool  was very happy  11 days later just stopped working wouldn't charge anymore . I got a second cable nothing the thing was dead. Its like the other guy said in his review  your watch last over 10 days I would be  surprised, its a lot of money to spend on a paper weight. The company I ordered it from was very nice and gave me a full refund. I will not be buying this ever again or any thing with the Sony name on  . very disappointed with this cheaply made Sony product. Sony sucks!!!",
B00FB2XNCE,3,2,2,"January 18, 2014",A2HLDHD5A9U4GE,"Nice, but not ready for prime time yet.","I bought this and had it for a couple days. Only really used it a few hours.The pro's are:Nice to have a visual on who is calling without fishing your phone out of your pocket.You can dial from your wrist using either the dial pad (separate app of course) or using your contacts.Alarms and notes at your wrist.Cons:If you don't have a Sony you need to use a 3rd party app to get email. The app is decent enough, but I would prefer it work with the default Android apps.Pretty long pauses between getting a text or hangout message and a prompt.Some messages were just never delivered.The phone that I use is a Nexus 5.Maybe Google will program a standard reporting tool for wearable tech in the future so that you don't need 2 layers of applications to get notifications.",
B00FB2XNCE,5,0,3,"January 17, 2014",A2UUW8NB4CPT2V,Great Buy,"Great buy and I am so happy I have this now. I will recommend this to friends, family , and others",
B00FB2XNCE,2,1,1,"January 17, 2014",A1P01Z6A0Y9XTT,Bricked By An Update,"I asked for this for Christmas, instead of the Galaxy Gear, because it's compatible with more phones. Although this watch has a poor screen and somewhat chunky look, I was still fairly pleased with it until today. I found out that there was a firmware update available and used the Sony Update Service to install the update. The update completely bricked the watch. No matter what I do, I cannot get it to turn on. I spent quite a bit of time on the phone with Sony support and they could not figure it out. It will be going back for a replacement. A quick internet search reveals that this is a common problem and apparently one that is directly related to the firmware update. If you have this watch, I would avoid updating the firmware until this issue has been addressed.",
B00FB2XNCE,5,0,0,"January 17, 2014",A3GR1Q3EJ0OUO8,great,"This was a gift and it was a great choice ..thanx ,, The person who this was bought for is very satisfied with this product",
B00FB2XNCE,3,1,1,"January 17, 2014",A1PDFNAIUVGNBR,Comment,purchased as a gift for my husband.  He has been somewhat disappointed because it is not compatable with the existing android apps he has to downliad the sony apps in order to use the watch.  This means that he has duplicate apps on his phone to accomplish the same thing...,
B00FB2XNCE,1,5,10,"January 16, 2014",A180WM2JB43THN,Buyer Beware.,Buyer Beware.  Be careful that you phone has Android 4.0 or higher software or it won't connect.  Was bigger than expected.,
B00FB2XNCE,1,18,23,"January 16, 2014",A2PLSRC8LUNDMV,"BUYER BEWARE...Beware, Beware, Beware!!!  SONY WILL NOT STAND BY THEIR PRODUCT!!","These things have bands that malfunction!!!  As in...you could literally lose your watch without even noticing!!My husband got one of these for Christmas and the band broke free from the case in a parking lot.  Good news is, we found it relatively soon.  Bad news is, it had been stepped on.SONY DID NOTHING to replace or repair it! NOTHING!  $200 down the toilet!  BEWARE!!!",
B00FB2XNCE,4,0,0,"January 12, 2014",A1XR16F7ERAXH7,Top Notch,"Everything I expected.A bit of a struggle to figure out what's needed from the play store for desired function.(The play store leaves a great deal to be desired in terms of searches.)A specific list of required apps for specific functions would be very helpful. (With specificplay store names to overcome their deficiency.)In addition to normal 'phone and messaging functions, I make significant use of controllingthe Power Amp player. I have over 7K songs on my Galaxy S3 which I play through aBluetooth attached HDMX Jam speaker. Great to control via the watch. (Requires a PowerAmp addition ($1.99).",
B00FB2XNCE,4,0,0,"October 1, 2014",A2GL6ERL295ZFC,Smart Watch that does everything I want a smart watch to do NOW for BARGAIN Price,"I bought the Sony Smart Watch 2 (SW2) used.  I have every kind of gadgets and I wanted something new to play with.  Well, I bought the SW2 for the value and flexibility over the Samsung Galaxy Gear because it works only for certain Samsung smartphones.  Sony SW2 works with any android smartphone which is a big plus for me as I like to change phones often.As for the hardware, I really like it.  Very light and durable. (Dropped few time on tile floor) It's water resistant and has replaceable standard 24mm wrist strap.  It has again standard micro USB which is a HUGE plus for me as I hate to mess with another dedicated special cable or charging dock.  The battery life is very good and should last you several days without any problem once the &#34;new&#34;ness disappears and you don't constantly play with it.  The display is on all the time to function as a watch which is another big plus.  It's without back light to save battery.  You can double tap to turn on the backlight to get time in the dark, but you have to push the side button to use the &#34;smart&#34; watch features and check notifications. (Notification do flash the info when you get them.) The watch itself doesn't have mic or camera.  That's ok as I would use my phone with LG Tone for mic.  Camera isn't really necessary and it will be more of a gimmick.  NFC works well to connect and bluetooth connection with the phone is very good and stable with good range.Software is very good.  The Sony base software to communicate with the SW2 is good and stable. I love that you can customize the watch face to your heart's content.  It's so flexible with so many possible options is various information you can set up to view on the watch face or have widgets. (Info is great but widgets are pretty useless.  They are not very responsive to be useful and you still have to push the button on the side to use them.)  Now for the additional softwares.  The addition for facebook and gmail works well enough.  It even has  Kakao Talk addition to get the notification which but good surprise.  So I get all the useful notifications I need. (yes it has instagram, twitter, and few other popular social app notification additions you can download for free.)  So notification is good enough in my opinion.There are many 3rd Party Apps.  There are several &#34;cool&#34; apps that I can use and show off with.  Still, cool apps are slow as the processing power of the SW2 wasn't meant to run complex apps.  Remote camera lags drastically to make it all but unusable for example.  I do like the music remote and toggle apps where I can use it to run my music with LG Tone.  Now I have a display for selecting music.  I also can turn on and off my wifi tethering without taking my phone out when I use my tablet when I am out.  I also use the find my phone app now and then.Improvements:  This is HUGE.  I WISH I CAN CONTROL THE VIBRATION INTENSITY.  It's TOO LOUD and STRONG.  It feels like it's going to break the watch as it shakes it so violently.  I don't understand why you can't.  Now, these are minor &#34;wants&#34;.  I want to my SW2 to hold music independently and connect to LG tone when I am not connected to my phone via Bluetooth to use it when I work out.  I want the SW2 to be faster with those &#34;cool&#34; apps without sacrificing battery life.Conclusion:  I don't &#34;need&#34; a Smart Watch when I have a Smart Phone.  Still, if I am going to have a watch anyways, I want that watch to be cool~ SW2 is a cool watch and a cool toy to play with.  I like it, but I know Smart Watches are going to improve in short time.  I currently does almost everything I want a &#34;smart&#34; watch to do, so I got it for a very cheap price. (Price of a normal watch)  I know better smart watches are coming out.  Still, I wouldn't want to spend hundreds of dollars on a smart watch that does what SW2 does better.  I rather spend that money on a new tablet or other cool gadgets, not a watch that &#34;displays&#34; information like time, notifications, schedule, and weather, and act as a remote for your phone that is most likely in your pocket...",
B00FB2XNCE,5,0,0,"September 30, 2014",A2PRUV28GIBRZV,Five Stars,excelente producto,
B00FB2XNCE,5,0,0,"September 29, 2014",A1KFVC6D51VXCZ,just amazing,I bought sony's instead of samsung's for the amount of apps on the market. Samsung's does have more features but I couldn't see spending the extra money when I could get a factory refurbished for so little. Plus the camera on samsung's would probably get me in trouble. :),
B00FB2XNCE,5,0,0,"September 29, 2014",A1O72LRS23X6JM,Five Stars,"Just a great watch, havent took it off yet, the only watch I wear.",
B00FB2XNCE,5,0,0,"September 25, 2014",A1MK4782WTIBZ8,Great Smart Watch.,"Wonderful smart watch, does more then I can use. Watch is light weight, I even forget I'm wearing it. Easy to read fonts. Warning: Sony service is terrible. Talked with 12 so called service people for hours...NO HELP. Great product bad service.",
B00FB2XNCE,5,0,0,"September 24, 2014",A1F59EKR8XJRH1,Lovet good price,Lovet  good price,
B00FB2XNCE,1,0,2,"September 23, 2014",A1M06PAGKKK6LU,One Star,Outdated and very limited features. I returned it!,
B00FB2XNCE,5,0,0,"September 23, 2014",A3EBVBDOEYQ9ZV,two thumbs up!!,Super easy to use works excellent with my xperia cellphone,
B00FB2XNCE,5,0,0,"September 22, 2014",AFTKBQJJXJGRF,Good present,My son really likes it. He can't always have his phone in his hand and now he knows when he gets a call.,
B00FB2XNCE,5,0,0,"September 20, 2014",A1QLU5K7SQ0DH3,excellent choice,"the best smartwatch, really the best, if you have a lot of meetings or if you dont want to view your phone again and again, buy this one, can recieve notifications and controi your phone.",
B00FB2XNCE,5,0,1,"March 6, 2014",A2ELE9T9BCVAK0,Cool watch,"I bought this for my father for Christmas, and now it is the only watch he will wear. Since the galaxy gear watch wasn't compatible with his Samsung phone, makes no sense, I got this as a replacement and he loves it. Will have to get me one now.",
B00FB2XNCE,4,0,0,"March 5, 2014",A8KRPQFQPLZKI,Great idea,"Bought this for my college freshman son. He loves technology and this worked very well. The clasp broke really quickly. He was not rough on it at all. He was able to repair it but because it is such a high ticket item, it would have been nice to actually have a better quality band. Great  product overall.",
B00FB2XNCE,5,1,1,"February 27, 2014",A1GK0VRWY7I3D1,Smart-watch 2 review,"The reason I chose 5 stars for the sony smart watch 2 is because it is a superior watch over it's older brother the smart watch 1.  Yes, I did indeed buy both the smart watch 1 and I own and use now the smart watch 2.  Why do I like the smw2?Design:  The design for it is really nice, the screen is nice and clean and the wrist straps can be changed out to any strap that is aviable for its size. I believe the wrist strap has to be either 22 or 24.  I personally use the one that came with it, but plan on buying a Black/gold strap later.  The 3 buttons are ok, they bring me back to an old galaxy phone, but still it's nice to have. The watch itself is light and the battery charger is covered. My only problem with the power button, and this is only a problem because I do what I do is, I stretch everyday before I start work and bringing my left hand back (my watch hand) I accidentally turn off my watch.  It's a mall issue because the watch powers on in like 3seconds.Battery:  This time around versus the smw1 the smw2 is 200% better.  I go days between charging, at least 5-6 days with light use and 3-4 days with moderate.Apps: This is where the smw2 shines.  Through my apps on the smw2 I am able to text friends back through my watch, check my battery life, find my phone, take pictures from my watch but using my phones camera, view emails/texts, photo galleries, take notes, calendar, calculator, weather, music, alarm, flashlight, running app, gps, oh and tell time!.note: If you plan on texting from your watch, keep in mind that you can only send messages that you set up in your phone. The good news is that you can set up a lot. I myself have set up a text for each instance that I would use normally.yes, no, love you, ill get back to you, etc.Display: ok, here is where most have problems. Are the images on your watch HD, heck no! no where near them.  Are they viewable yes.  Are you going to impress people? heck yes!.  I check my time constantly and people go crazy as to what is up with my &#34;back to the future&#34; time piece. The display is good for what it is.  Its color screen which was the selling point for me to buy over the pebble which was approximately the same price, give or take.Conclusion: If you are thinking of buying this or the smw1 buy this trust me you will not be disappointed",
B00FB2XNCE,4,0,0,"February 27, 2014",A37HM3TPOB2Z3P,It does what it promises,The only real problem is that it drains my Samsung S4 battery very fast.Tha watch works fine and the Apps are correct.,
B00FB2XNCE,4,2,3,"February 24, 2014",A16LP14XJIOBP1,Very good Watch,"I've had the watch for around 2 months now. I admit it's very useful. If you download an app that handle calls, better, because now I can answer the calls in speaker thru the watch. Only thing that's bothering me is that the watch does a factory reset by its own sometimes and I lose the alarms I had and the favorite apps ORDER, but at least I do not lose any configurations since it's all controled via the phone.I totally recommend it if you're looking for a SW for android. I have an S3 and I got this over the Gear.--EDIT--TODAY, AFTER TWO MONTHS AND A COUPLE OF DAYS, THE WATCH CAME OFF THE FRAME. I will put up a picture to explain. Sadly I called Sony Mobile Support and they told me all I could do was ship it back and get a replacement. Of course the best thing is I HAVE TO PAY THE SHIPPING. Terrible RMA, surprised especially becuase Playstation Support is so much better.",
B00FB2XNCE,5,0,2,"February 24, 2014",A2MMOOPXTXX61I,the best must get. if you got another put it to the side lol,The best I ever had. text. call .everything thanks alot.it came in one day in the am.cant wait till another come out,
B00FB2XNCE,1,0,12,"February 23, 2014",ANQL6QV2DY3U7,it suck,would not match up to the phone.tried for two daysend up sending it back.tried a pepple watch it work,
B00FB2XNCE,5,2,2,"February 20, 2014",A11EG3T394EYAK,wow,"great product its saves u a few seconds if u dont like pullin ur phone out and just checkin emails, text, or even phone calls its very helpful...esp if ur driving u just turn ur wrist and boom..u can read ur messages straight from wrist I like the watch hasnt scratched at all wear it everyday and it last all day and then some...any other question just ask I'll answer",
